License_No,Driver_NID,Issue_Date,Validity_Date,Type,Div_ID
6275351357,9484200060,20-Apr-1984,"ADD_MONTHS(20-Apr-1984, 120 )",Motor Cycle,38
8351228397,0969297165,19-May-2014,"ADD_MONTHS(19-May-2014, 120 )",Heavy,47
4752468433,6531914548,29-Jun-1995,"ADD_MONTHS(29-Jun-1995, 120 )",Heavy,64
3487959224,9655097234,05-Feb-1991,"ADD_MONTHS(05-Feb-1991, 120 )",Heavy,57
5772130730,0938974378,03-Oct-2007,"ADD_MONTHS(03-Oct-2007, 120 )",Heavy,16
3420958684,2405018004,31-Oct-1975,"ADD_MONTHS(31-Oct-1975, 120 )",Light,18
9132023251,6216842900,14-Jul-2004,"ADD_MONTHS(14-Jul-2004, 120 )",Motor Cycle,56
0040177300,5789327745,14-Aug-1978,"ADD_MONTHS(14-Aug-1978, 120 )",Medium,26
8580248949,9428900699,23-Aug-1988,"ADD_MONTHS(23-Aug-1988, 120 )",Light,27
2868131123,9536031930,09-Aug-1977,"ADD_MONTHS(09-Aug-1977, 120 )",Medium,28
9854945766,6540190344,27-Oct-2000,"ADD_MONTHS(27-Oct-2000, 120 )",Medium,60
1135683484,3942109891,19-Nov-1995,"ADD_MONTHS(19-Nov-1995, 120 )",Light,90
3045521363,6574672872,28-May-1973,"ADD_MONTHS(28-May-1973, 120 )",Medium,43
7169164825,6002645594,25-Jun-2007,"ADD_MONTHS(25-Jun-2007, 120 )",Motor Cycle,88
9146636889,5898644407,06-Feb-2017,"ADD_MONTHS(06-Feb-2017, 120 )",Medium,33
1766116825,6971741862,07-Oct-1982,"ADD_MONTHS(07-Oct-1982, 120 )",Motor Cycle,92
2227296968,7093398588,07-Dec-2004,"ADD_MONTHS(07-Dec-2004, 120 )",Motor Cycle,25
3237896896,0370666135,01-Mar-1975,"ADD_MONTHS(01-Mar-1975, 120 )",Heavy,96
9278190136,7325933584,02-Mar-2006,"ADD_MONTHS(02-Mar-2006, 120 )",Light,11
5522352876,7018103967,08-Jun-2011,"ADD_MONTHS(08-Jun-2011, 120 )",Light,25
0186411022,8673219469,03-Mar-2012,"ADD_MONTHS(03-Mar-2012, 120 )",Light,81
2641829320,9369404775,17-Nov-1994,"ADD_MONTHS(17-Nov-1994, 120 )",Medium,63
1570588570,3689625580,28-Aug-1995,"ADD_MONTHS(28-Aug-1995, 120 )",Medium,87
4111808883,6376859534,07-Apr-2000,"ADD_MONTHS(07-Apr-2000, 120 )",Motor Cycle,18
4609983532,7469782281,16-Sep-1986,"ADD_MONTHS(16-Sep-1986, 120 )",Light,51
9432893324,6014423265,05-May-1995,"ADD_MONTHS(05-May-1995, 120 )",Light,5
0379398540,3279777534,25-Feb-2005,"ADD_MONTHS(25-Feb-2005, 120 )",Motor Cycle,48
3851228596,8015491177,20-Dec-1980,"ADD_MONTHS(20-Dec-1980, 120 )",Light,23
6072443508,2894350538,03-Mar-1995,"ADD_MONTHS(03-Mar-1995, 120 )",Medium,61
7672944428,5063625428,16-May-1982,"ADD_MONTHS(16-May-1982, 120 )",Heavy,13
4199401601,7001702773,03-Oct-1972,"ADD_MONTHS(03-Oct-1972, 120 )",Medium,20
4721460902,4717155084,25-Aug-2000,"ADD_MONTHS(25-Aug-2000, 120 )",Light,57
1435828631,5960413140,16-Jul-1999,"ADD_MONTHS(16-Jul-1999, 120 )",Medium,25
6739619581,7507405001,09-Oct-1982,"ADD_MONTHS(09-Oct-1982, 120 )",Motor Cycle,46
9329008089,4779951364,02-Oct-2001,"ADD_MONTHS(02-Oct-2001, 120 )",Medium,62
0475738675,3160398196,05-Mar-1992,"ADD_MONTHS(05-Mar-1992, 120 )",Medium,86
9243903845,2137899426,19-Sep-2005,"ADD_MONTHS(19-Sep-2005, 120 )",Medium,68
6012198361,8086995461,01-Apr-1980,"ADD_MONTHS(01-Apr-1980, 120 )",Heavy,64
5675468765,3654363288,25-Dec-2008,"ADD_MONTHS(25-Dec-2008, 120 )",Motor Cycle,81
8449570255,4189879207,30-Dec-2013,"ADD_MONTHS(30-Dec-2013, 120 )",Heavy,16
7210416633,8038424646,27-Aug-1974,"ADD_MONTHS(27-Aug-1974, 120 )",Motor Cycle,56
4600318064,2894004273,01-Feb-2009,"ADD_MONTHS(01-Feb-2009, 120 )",Medium,67
9094951207,2071593057,15-Feb-1981,"ADD_MONTHS(15-Feb-1981, 120 )",Heavy,27
1712575503,0932579930,08-Mar-1986,"ADD_MONTHS(08-Mar-1986, 120 )",Heavy,8
5163179926,4241573959,09-Sep-2006,"ADD_MONTHS(09-Sep-2006, 120 )",Medium,39
2223104673,0487206290,06-May-2016,"ADD_MONTHS(06-May-2016, 120 )",Motor Cycle,51
8211915146,9156055056,17-Feb-1981,"ADD_MONTHS(17-Feb-1981, 120 )",Light,76
2605740293,6056666670,10-Mar-2010,"ADD_MONTHS(10-Mar-2010, 120 )",Medium,81
0640307760,3483492585,21-Sep-2000,"ADD_MONTHS(21-Sep-2000, 120 )",Motor Cycle,58
0743702255,3149378672,02-Feb-1976,"ADD_MONTHS(02-Feb-1976, 120 )",Medium,94
9606311325,8152152781,26-Jul-1996,"ADD_MONTHS(26-Jul-1996, 120 )",Medium,53
9834118422,7418597193,03-Jan-1991,"ADD_MONTHS(03-Jan-1991, 120 )",Heavy,17
0600448150,8757322309,24-Aug-2009,"ADD_MONTHS(24-Aug-2009, 120 )",Motor Cycle,49
3690221021,7727985139,16-Aug-1978,"ADD_MONTHS(16-Aug-1978, 120 )",Motor Cycle,75
5184987630,7383487087,23-Sep-2006,"ADD_MONTHS(23-Sep-2006, 120 )",Medium,54
9893880106,2370216441,23-Dec-1979,"ADD_MONTHS(23-Dec-1979, 120 )",Heavy,43
7799964693,4163531432,31-Jan-2002,"ADD_MONTHS(31-Jan-2002, 120 )",Light,61
5648255853,3094378129,25-Nov-1999,"ADD_MONTHS(25-Nov-1999, 120 )",Medium,9
0296769827,4219300163,12-Mar-1977,"ADD_MONTHS(12-Mar-1977, 120 )",Heavy,67
5660141161,6227498572,07-Mar-1973,"ADD_MONTHS(07-Mar-1973, 120 )",Medium,19
2793931144,2552704212,18-Aug-2011,"ADD_MONTHS(18-Aug-2011, 120 )",Medium,92
6875190567,5153406873,12-Dec-1989,"ADD_MONTHS(12-Dec-1989, 120 )",Light,59
0830010181,5975931568,29-Nov-1986,"ADD_MONTHS(29-Nov-1986, 120 )",Light,13
0738788554,2855289238,20-May-1982,"ADD_MONTHS(20-May-1982, 120 )",Motor Cycle,55
7316162643,8788374297,18-Jul-2007,"ADD_MONTHS(18-Jul-2007, 120 )",Motor Cycle,30
5426455317,2489414720,03-Dec-1991,"ADD_MONTHS(03-Dec-1991, 120 )",Light,6
0488182549,3682986391,01-Dec-1988,"ADD_MONTHS(01-Dec-1988, 120 )",Heavy,47
8498593085,3610760133,02-Feb-1995,"ADD_MONTHS(02-Feb-1995, 120 )",Light,5
0415100380,3392619515,11-Dec-1975,"ADD_MONTHS(11-Dec-1975, 120 )",Heavy,93
8856316277,9737211227,22-May-1976,"ADD_MONTHS(22-May-1976, 120 )",Medium,26
8709247890,5423638089,10-Jul-2017,"ADD_MONTHS(10-Jul-2017, 120 )",Medium,79
8253860501,2906449466,18-Nov-1973,"ADD_MONTHS(18-Nov-1973, 120 )",Medium,86
1029733996,2101768925,26-May-1988,"ADD_MONTHS(26-May-1988, 120 )",Medium,51
3374619053,6960223318,07-Nov-1994,"ADD_MONTHS(07-Nov-1994, 120 )",Medium,76
1535281979,8273658511,14-Dec-1982,"ADD_MONTHS(14-Dec-1982, 120 )",Medium,74
8125976205,1911709690,16-Oct-2000,"ADD_MONTHS(16-Oct-2000, 120 )",Medium,90
4073844679,6840390373,16-Nov-1970,"ADD_MONTHS(16-Nov-1970, 120 )",Heavy,50
1951249143,5923637928,20-Dec-1996,"ADD_MONTHS(20-Dec-1996, 120 )",Motor Cycle,35
7798454810,6821761566,23-Aug-2004,"ADD_MONTHS(23-Aug-2004, 120 )",Motor Cycle,67
1866081586,9916644942,07-Jan-1992,"ADD_MONTHS(07-Jan-1992, 120 )",Medium,23
0758811128,4026371824,19-Dec-1985,"ADD_MONTHS(19-Dec-1985, 120 )",Heavy,17
4892112070,5694692659,29-Oct-1977,"ADD_MONTHS(29-Oct-1977, 120 )",Medium,35
8262861663,9917943013,29-Dec-2015,"ADD_MONTHS(29-Dec-2015, 120 )",Heavy,61
7140114072,9294228509,09-Apr-1973,"ADD_MONTHS(09-Apr-1973, 120 )",Light,23
2822224595,6076435801,19-Apr-1971,"ADD_MONTHS(19-Apr-1971, 120 )",Light,2
1690416629,2085538614,12-May-1994,"ADD_MONTHS(12-May-1994, 120 )",Light,51
8384907625,1495474445,01-Dec-1992,"ADD_MONTHS(01-Dec-1992, 120 )",Motor Cycle,70
8022158860,2299723013,05-Aug-1982,"ADD_MONTHS(05-Aug-1982, 120 )",Light,38
5054563253,6996458846,01-Oct-1987,"ADD_MONTHS(01-Oct-1987, 120 )",Light,4
5187447602,4187122095,06-Feb-1987,"ADD_MONTHS(06-Feb-1987, 120 )",Motor Cycle,68
4101002568,5876271020,14-Sep-2011,"ADD_MONTHS(14-Sep-2011, 120 )",Light,19
8302641820,8687843151,10-Dec-1987,"ADD_MONTHS(10-Dec-1987, 120 )",Light,80
0581817710,1539755258,16-Dec-2010,"ADD_MONTHS(16-Dec-2010, 120 )",Light,80
6915179003,5259852060,04-Aug-1981,"ADD_MONTHS(04-Aug-1981, 120 )",Heavy,15
2836490543,3204931161,02-Apr-2009,"ADD_MONTHS(02-Apr-2009, 120 )",Heavy,99
4960710586,7211359161,06-May-2008,"ADD_MONTHS(06-May-2008, 120 )",Heavy,89
6305273073,6458327463,25-Feb-2010,"ADD_MONTHS(25-Feb-2010, 120 )",Heavy,37
3661160907,5538708004,09-Mar-1989,"ADD_MONTHS(09-Mar-1989, 120 )",Heavy,67
6828034686,6281325885,21-Jul-2002,"ADD_MONTHS(21-Jul-2002, 120 )",Light,87
3011672393,8427351801,03-Apr-2001,"ADD_MONTHS(03-Apr-2001, 120 )",Light,11
7409439858,7417471838,18-Dec-2000,"ADD_MONTHS(18-Dec-2000, 120 )",Motor Cycle,16
3245134274,1714079945,19-Sep-1984,"ADD_MONTHS(19-Sep-1984, 120 )",Motor Cycle,2
6244493060,4404664117,18-Aug-1981,"ADD_MONTHS(18-Aug-1981, 120 )",Heavy,1
5662669252,4120373576,16-Mar-1989,"ADD_MONTHS(16-Mar-1989, 120 )",Medium,43
8448694724,6211517777,12-Feb-1976,"ADD_MONTHS(12-Feb-1976, 120 )",Light,19
6129133030,1068801395,15-Mar-1977,"ADD_MONTHS(15-Mar-1977, 120 )",Light,60
2676613596,3510770080,04-Jun-2010,"ADD_MONTHS(04-Jun-2010, 120 )",Light,84
5405779970,8292356568,23-Mar-2010,"ADD_MONTHS(23-Mar-2010, 120 )",Medium,3
7535057462,3801169952,01-Nov-2011,"ADD_MONTHS(01-Nov-2011, 120 )",Medium,16
3881109676,6921574075,22-Jun-2013,"ADD_MONTHS(22-Jun-2013, 120 )",Motor Cycle,18
5335632208,4179262207,10-Oct-1992,"ADD_MONTHS(10-Oct-1992, 120 )",Medium,33
1436230829,1576505057,10-Dec-1985,"ADD_MONTHS(10-Dec-1985, 120 )",Light,64
5956123206,4670703633,13-Sep-1984,"ADD_MONTHS(13-Sep-1984, 120 )",Motor Cycle,81
8001519678,5308615551,27-Sep-1974,"ADD_MONTHS(27-Sep-1974, 120 )",Motor Cycle,20
1367307031,7965356856,08-Dec-1985,"ADD_MONTHS(08-Dec-1985, 120 )",Motor Cycle,28
1361062428,7766337703,27-Aug-2017,"ADD_MONTHS(27-Aug-2017, 120 )",Heavy,38
3474916548,3499582732,26-Jan-1985,"ADD_MONTHS(26-Jan-1985, 120 )",Light,81
8379631331,0548582904,22-Dec-1999,"ADD_MONTHS(22-Dec-1999, 120 )",Light,28
9663156147,9210205405,28-Jun-2016,"ADD_MONTHS(28-Jun-2016, 120 )",Medium,46
9006754617,8457112341,22-Dec-1987,"ADD_MONTHS(22-Dec-1987, 120 )",Medium,93
3055815319,5370380449,20-Nov-2000,"ADD_MONTHS(20-Nov-2000, 120 )",Motor Cycle,46
7469591281,5462056486,07-Jul-2004,"ADD_MONTHS(07-Jul-2004, 120 )",Medium,38
1706412282,9032742671,27-Mar-1974,"ADD_MONTHS(27-Mar-1974, 120 )",Medium,97
6387997763,9093565362,20-Sep-2005,"ADD_MONTHS(20-Sep-2005, 120 )",Light,59
0596121458,0765108410,20-May-2012,"ADD_MONTHS(20-May-2012, 120 )",Medium,33
4025546884,3753847046,29-Jul-1970,"ADD_MONTHS(29-Jul-1970, 120 )",Motor Cycle,40
0576595411,9809634773,19-Dec-2009,"ADD_MONTHS(19-Dec-2009, 120 )",Heavy,97
1801074259,9517469470,28-Aug-1994,"ADD_MONTHS(28-Aug-1994, 120 )",Motor Cycle,67
5394539693,1778154905,07-Feb-1994,"ADD_MONTHS(07-Feb-1994, 120 )",Motor Cycle,98
2840566354,3249760625,24-May-2006,"ADD_MONTHS(24-May-2006, 120 )",Motor Cycle,29
2030077887,4367225887,24-Mar-2007,"ADD_MONTHS(24-Mar-2007, 120 )",Heavy,41
9585060760,7038007017,04-Apr-2016,"ADD_MONTHS(04-Apr-2016, 120 )",Motor Cycle,18
6997242723,7308237419,25-Nov-2009,"ADD_MONTHS(25-Nov-2009, 120 )",Medium,14
5648495056,0373996241,04-Dec-2009,"ADD_MONTHS(04-Dec-2009, 120 )",Medium,75
4298334511,2707471844,27-Jan-2003,"ADD_MONTHS(27-Jan-2003, 120 )",Light,97
9600794154,1987153812,06-Mar-1970,"ADD_MONTHS(06-Mar-1970, 120 )",Motor Cycle,53
3223324259,6065651540,30-May-1998,"ADD_MONTHS(30-May-1998, 120 )",Heavy,65
4486648544,0397071760,25-Aug-1999,"ADD_MONTHS(25-Aug-1999, 120 )",Light,74
9480330415,0052729230,01-May-1970,"ADD_MONTHS(01-May-1970, 120 )",Medium,1
9210189981,6861159018,03-Jul-1995,"ADD_MONTHS(03-Jul-1995, 120 )",Heavy,9
6351797748,2056476134,11-Mar-1991,"ADD_MONTHS(11-Mar-1991, 120 )",Light,69
2973928257,2119353468,23-Jun-1990,"ADD_MONTHS(23-Jun-1990, 120 )",Heavy,58
8960176532,9349846950,18-Aug-2003,"ADD_MONTHS(18-Aug-2003, 120 )",Heavy,74
2020842785,7547975534,20-Jun-2006,"ADD_MONTHS(20-Jun-2006, 120 )",Motor Cycle,38
3122418576,6378694788,04-Jan-1991,"ADD_MONTHS(04-Jan-1991, 120 )",Heavy,12
8050197980,0437825884,02-Jul-1979,"ADD_MONTHS(02-Jul-1979, 120 )",Light,63
1118483944,6373628590,13-Apr-1978,"ADD_MONTHS(13-Apr-1978, 120 )",Light,70
2882604467,4702332902,05-Apr-1997,"ADD_MONTHS(05-Apr-1997, 120 )",Motor Cycle,92
7224536067,4621614908,10-Dec-2001,"ADD_MONTHS(10-Dec-2001, 120 )",Medium,83
2600962107,5491470821,06-Dec-1996,"ADD_MONTHS(06-Dec-1996, 120 )",Motor Cycle,82
0252053737,3549109261,28-Jul-1979,"ADD_MONTHS(28-Jul-1979, 120 )",Medium,6
2028930136,0131055461,22-Dec-1974,"ADD_MONTHS(22-Dec-1974, 120 )",Motor Cycle,70
4924855715,2179545800,01-Jun-1970,"ADD_MONTHS(01-Jun-1970, 120 )",Medium,13
2178909469,1421173506,10-Nov-1977,"ADD_MONTHS(10-Nov-1977, 120 )",Medium,27
0967425840,8191948443,20-Jan-1993,"ADD_MONTHS(20-Jan-1993, 120 )",Heavy,11
1825031916,1888591137,18-Feb-1989,"ADD_MONTHS(18-Feb-1989, 120 )",Heavy,69
3248922869,9043381322,02-Oct-1992,"ADD_MONTHS(02-Oct-1992, 120 )",Heavy,98
7418365179,2863040138,22-Sep-1997,"ADD_MONTHS(22-Sep-1997, 120 )",Motor Cycle,42
6079641941,1762103982,23-May-2009,"ADD_MONTHS(23-May-2009, 120 )",Light,57
7871883046,0731344391,15-Sep-2004,"ADD_MONTHS(15-Sep-2004, 120 )",Medium,98
4471489119,8756961413,13-Sep-2006,"ADD_MONTHS(13-Sep-2006, 120 )",Light,92
5164057921,4483300717,29-Jun-2016,"ADD_MONTHS(29-Jun-2016, 120 )",Heavy,38
8997935151,9610981097,17-Mar-1986,"ADD_MONTHS(17-Mar-1986, 120 )",Medium,46
8501428515,8497262689,17-May-1988,"ADD_MONTHS(17-May-1988, 120 )",Heavy,2
3889479553,5691488937,09-Jul-1996,"ADD_MONTHS(09-Jul-1996, 120 )",Medium,71
3047356343,6416052490,06-Aug-2008,"ADD_MONTHS(06-Aug-2008, 120 )",Light,54
5375855089,2238038329,18-May-2009,"ADD_MONTHS(18-May-2009, 120 )",Motor Cycle,26
1713219646,9980652497,04-Jul-1976,"ADD_MONTHS(04-Jul-1976, 120 )",Light,69
5561336126,2927479607,23-May-1976,"ADD_MONTHS(23-May-1976, 120 )",Medium,84
6277378880,9895166346,27-Aug-1989,"ADD_MONTHS(27-Aug-1989, 120 )",Light,9
2624217177,1395826099,08-Jul-1978,"ADD_MONTHS(08-Jul-1978, 120 )",Light,33
2509360558,9007069055,15-Jul-2004,"ADD_MONTHS(15-Jul-2004, 120 )",Motor Cycle,48
0936582677,0369009711,05-Jan-1981,"ADD_MONTHS(05-Jan-1981, 120 )",Light,60
4342814331,2264568046,01-Oct-1981,"ADD_MONTHS(01-Oct-1981, 120 )",Heavy,35
9358196815,8128559737,13-Apr-1987,"ADD_MONTHS(13-Apr-1987, 120 )",Medium,93
3608990038,2016651741,13-Aug-1986,"ADD_MONTHS(13-Aug-1986, 120 )",Motor Cycle,79
3677393728,2226456570,02-Jul-1979,"ADD_MONTHS(02-Jul-1979, 120 )",Motor Cycle,76
1534024050,2485320837,05-May-2008,"ADD_MONTHS(05-May-2008, 120 )",Heavy,4
1577703200,4829075902,27-Apr-1986,"ADD_MONTHS(27-Apr-1986, 120 )",Light,76
2001369786,2334420743,10-Jun-2013,"ADD_MONTHS(10-Jun-2013, 120 )",Heavy,75
5511674206,0719275148,30-Mar-2005,"ADD_MONTHS(30-Mar-2005, 120 )",Heavy,40
3390395571,6796007875,02-May-1998,"ADD_MONTHS(02-May-1998, 120 )",Medium,44
9909617048,9715520979,11-Feb-2002,"ADD_MONTHS(11-Feb-2002, 120 )",Light,14
1731219202,5566224970,11-Feb-1970,"ADD_MONTHS(11-Feb-1970, 120 )",Light,94
2807527043,3275575678,01-Nov-2009,"ADD_MONTHS(01-Nov-2009, 120 )",Heavy,45
4966540917,1151594660,24-Apr-1994,"ADD_MONTHS(24-Apr-1994, 120 )",Medium,33
6431489950,1782433066,23-Jul-1985,"ADD_MONTHS(23-Jul-1985, 120 )",Heavy,86
9437924996,7372726190,05-Nov-1983,"ADD_MONTHS(05-Nov-1983, 120 )",Heavy,60
2233346432,9514827155,18-Dec-2016,"ADD_MONTHS(18-Dec-2016, 120 )",Motor Cycle,32
9152702472,7762103996,17-Oct-2001,"ADD_MONTHS(17-Oct-2001, 120 )",Motor Cycle,12
0388486988,5283803171,01-Jun-1988,"ADD_MONTHS(01-Jun-1988, 120 )",Medium,84
7871523449,8030931689,09-Jan-1997,"ADD_MONTHS(09-Jan-1997, 120 )",Light,25
6395491032,3876596416,08-Dec-1989,"ADD_MONTHS(08-Dec-1989, 120 )",Heavy,14
9125508652,4154241273,22-Aug-1985,"ADD_MONTHS(22-Aug-1985, 120 )",Motor Cycle,30
4270435755,2444836669,11-Jan-1976,"ADD_MONTHS(11-Jan-1976, 120 )",Medium,76
7163833342,0375485341,21-Mar-1999,"ADD_MONTHS(21-Mar-1999, 120 )",Medium,41
0793118743,0055469310,17-Aug-1995,"ADD_MONTHS(17-Aug-1995, 120 )",Light,24
7349470959,8809020510,26-Feb-1973,"ADD_MONTHS(26-Feb-1973, 120 )",Medium,77
0227267788,2322942278,26-Sep-1997,"ADD_MONTHS(26-Sep-1997, 120 )",Heavy,60
3686085445,9189529367,26-May-2008,"ADD_MONTHS(26-May-2008, 120 )",Heavy,32
6502654622,6800082864,22-Mar-1970,"ADD_MONTHS(22-Mar-1970, 120 )",Heavy,35
2148678876,5999890268,19-Aug-1999,"ADD_MONTHS(19-Aug-1999, 120 )",Motor Cycle,100
2966035099,2268385612,26-May-2015,"ADD_MONTHS(26-May-2015, 120 )",Light,72
0137671296,8857286746,29-Dec-2009,"ADD_MONTHS(29-Dec-2009, 120 )",Medium,98
5272901045,9850338814,22-Jun-1988,"ADD_MONTHS(22-Jun-1988, 120 )",Medium,27
3063519065,7909764618,09-Mar-2016,"ADD_MONTHS(09-Mar-2016, 120 )",Motor Cycle,69
4266345666,4868672665,18-Jan-2005,"ADD_MONTHS(18-Jan-2005, 120 )",Motor Cycle,44
8143782115,1852243422,13-May-2008,"ADD_MONTHS(13-May-2008, 120 )",Heavy,90
0408790628,2407361199,23-Jun-1976,"ADD_MONTHS(23-Jun-1976, 120 )",Motor Cycle,24
4588520016,1508718911,26-Aug-2014,"ADD_MONTHS(26-Aug-2014, 120 )",Medium,1
2225260583,4210204315,20-Feb-2001,"ADD_MONTHS(20-Feb-2001, 120 )",Heavy,27
9846310528,4335390955,08-Jun-2004,"ADD_MONTHS(08-Jun-2004, 120 )",Heavy,67
2597889904,7361104738,10-Oct-2007,"ADD_MONTHS(10-Oct-2007, 120 )",Light,64
3787590277,6260393601,29-Jul-1994,"ADD_MONTHS(29-Jul-1994, 120 )",Heavy,49
3627919211,8997310178,02-Feb-1977,"ADD_MONTHS(02-Feb-1977, 120 )",Medium,30
8334205422,2680650980,12-Mar-1976,"ADD_MONTHS(12-Mar-1976, 120 )",Medium,54
5059410102,6565977682,23-Aug-1999,"ADD_MONTHS(23-Aug-1999, 120 )",Heavy,92
7541108103,5507528845,24-Sep-2010,"ADD_MONTHS(24-Sep-2010, 120 )",Light,88
9471259215,0249039885,10-Jan-1976,"ADD_MONTHS(10-Jan-1976, 120 )",Medium,58
0739561243,8827458670,27-Jun-1970,"ADD_MONTHS(27-Jun-1970, 120 )",Motor Cycle,85
6317875618,3554987093,12-Apr-1993,"ADD_MONTHS(12-Apr-1993, 120 )",Heavy,91
0184476860,7023010912,06-Mar-2009,"ADD_MONTHS(06-Mar-2009, 120 )",Medium,86
0684069741,2078610305,07-Sep-2012,"ADD_MONTHS(07-Sep-2012, 120 )",Motor Cycle,4
9354718000,6042910566,13-Jun-1998,"ADD_MONTHS(13-Jun-1998, 120 )",Heavy,14
0888679556,6372042622,16-Jan-1998,"ADD_MONTHS(16-Jan-1998, 120 )",Medium,62
5918259651,9717707685,11-Mar-1977,"ADD_MONTHS(11-Mar-1977, 120 )",Medium,55
4420651679,0692547282,26-Apr-1983,"ADD_MONTHS(26-Apr-1983, 120 )",Medium,53
3599414904,0833432761,21-May-1976,"ADD_MONTHS(21-May-1976, 120 )",Motor Cycle,94
6243910660,8882529428,07-Aug-1989,"ADD_MONTHS(07-Aug-1989, 120 )",Motor Cycle,18
6869945608,5546826614,26-Jun-1980,"ADD_MONTHS(26-Jun-1980, 120 )",Light,88
0598011757,1413855156,24-Nov-1982,"ADD_MONTHS(24-Nov-1982, 120 )",Heavy,10
8237486250,3814184947,06-Sep-1971,"ADD_MONTHS(06-Sep-1971, 120 )",Medium,95
1925552306,3563836221,19-Jul-1973,"ADD_MONTHS(19-Jul-1973, 120 )",Light,53
2946978192,0582083893,18-Aug-1973,"ADD_MONTHS(18-Aug-1973, 120 )",Motor Cycle,30
3292705258,1738149862,17-May-2015,"ADD_MONTHS(17-May-2015, 120 )",Motor Cycle,24
6109346012,2726139892,28-May-1995,"ADD_MONTHS(28-May-1995, 120 )",Motor Cycle,9
4728754448,3546019008,27-Feb-1974,"ADD_MONTHS(27-Feb-1974, 120 )",Light,82
2021483843,4914182351,09-Feb-1970,"ADD_MONTHS(09-Feb-1970, 120 )",Medium,86
8075236432,2585820769,04-Oct-2000,"ADD_MONTHS(04-Oct-2000, 120 )",Motor Cycle,69
5626475672,0913415677,01-Mar-2002,"ADD_MONTHS(01-Mar-2002, 120 )",Light,15
3240448734,3314474237,27-Aug-2007,"ADD_MONTHS(27-Aug-2007, 120 )",Light,51
9771946463,8019825967,12-Mar-2002,"ADD_MONTHS(12-Mar-2002, 120 )",Medium,24
4859633326,1336882247,08-Sep-1992,"ADD_MONTHS(08-Sep-1992, 120 )",Heavy,41
4148395493,6377148763,02-Mar-1992,"ADD_MONTHS(02-Mar-1992, 120 )",Motor Cycle,2
0279957033,1700600389,21-Sep-1976,"ADD_MONTHS(21-Sep-1976, 120 )",Medium,84
9700054756,4334838251,25-Oct-1992,"ADD_MONTHS(25-Oct-1992, 120 )",Medium,76
2021093255,4425621344,02-Aug-1983,"ADD_MONTHS(02-Aug-1983, 120 )",Motor Cycle,75
0584163983,3372005058,12-May-1983,"ADD_MONTHS(12-May-1983, 120 )",Motor Cycle,9
4117380524,3911542240,25-Feb-2009,"ADD_MONTHS(25-Feb-2009, 120 )",Light,85
9748266907,2721599798,17-Oct-1976,"ADD_MONTHS(17-Oct-1976, 120 )",Medium,43
6702345259,9398495651,05-Mar-1972,"ADD_MONTHS(05-Mar-1972, 120 )",Heavy,53
2504908504,3364003084,08-Apr-1993,"ADD_MONTHS(08-Apr-1993, 120 )",Heavy,73
0567316351,1126480592,24-Jul-1988,"ADD_MONTHS(24-Jul-1988, 120 )",Light,85
1380499151,6160566180,10-Apr-2007,"ADD_MONTHS(10-Apr-2007, 120 )",Heavy,56
9101578138,3731654822,11-Mar-2006,"ADD_MONTHS(11-Mar-2006, 120 )",Motor Cycle,94
4454305927,0049052233,24-Apr-1995,"ADD_MONTHS(24-Apr-1995, 120 )",Motor Cycle,66
8604090851,1403196419,17-Mar-1973,"ADD_MONTHS(17-Mar-1973, 120 )",Heavy,41
7746798977,2425955798,26-Sep-1996,"ADD_MONTHS(26-Sep-1996, 120 )",Motor Cycle,27
0102895295,4017070116,12-May-1981,"ADD_MONTHS(12-May-1981, 120 )",Motor Cycle,12
0958685657,2828752488,25-Oct-2012,"ADD_MONTHS(25-Oct-2012, 120 )",Light,56
6723127803,6179479917,09-Aug-2008,"ADD_MONTHS(09-Aug-2008, 120 )",Medium,27
3190897921,1483605744,10-Feb-1978,"ADD_MONTHS(10-Feb-1978, 120 )",Motor Cycle,98
4981332815,9772117630,22-Oct-2002,"ADD_MONTHS(22-Oct-2002, 120 )",Medium,90
8441120048,9070038072,23-Mar-1987,"ADD_MONTHS(23-Mar-1987, 120 )",Medium,48
6846845232,4557688268,20-Sep-1980,"ADD_MONTHS(20-Sep-1980, 120 )",Medium,42
3946653170,7079890519,27-Jan-1992,"ADD_MONTHS(27-Jan-1992, 120 )",Light,46
2499240563,2827046830,17-Oct-1999,"ADD_MONTHS(17-Oct-1999, 120 )",Light,67
7345985180,0519917332,20-Apr-2007,"ADD_MONTHS(20-Apr-2007, 120 )",Medium,38
3718664917,1661319114,26-Jun-2006,"ADD_MONTHS(26-Jun-2006, 120 )",Light,31
3134669897,0956168523,04-Sep-1972,"ADD_MONTHS(04-Sep-1972, 120 )",Medium,35
7249174290,6404774968,01-Nov-1971,"ADD_MONTHS(01-Nov-1971, 120 )",Heavy,31
0231478607,6643880149,07-Oct-2003,"ADD_MONTHS(07-Oct-2003, 120 )",Medium,38
8732190468,0277467349,12-Mar-2009,"ADD_MONTHS(12-Mar-2009, 120 )",Medium,68
6374450809,3347196775,10-Mar-2015,"ADD_MONTHS(10-Mar-2015, 120 )",Light,54
9357127232,5706220751,26-Feb-1971,"ADD_MONTHS(26-Feb-1971, 120 )",Motor Cycle,49
2231305283,3952148059,02-Apr-1998,"ADD_MONTHS(02-Apr-1998, 120 )",Heavy,54
